identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:31609809,31609809,10.1097/CEJ.0000000000000535,,Circular RNA Pleiotrophin promotes carcinogenesis in glioma via regulation of microRNA-122/SRY-box transcription factor 6 axis.,2020,Eur J Cancer Prev,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,circular RNA circ_PTN and miR-122 expression in glioma cell lines (human),not_applicable,irrelevant,,abstract_search
PMID:32629066,32629066,10.1016/j.neulet.2020.135153,,"Down-regulation of circ-PTN suppresses cell proliferation, invasion and glycolysis in glioma by regulating miR-432-5p/RAB10 axis.",2020,Neurosci Lett,Journal Article,ptn_cancer_secreted_biology,"circ-PTN, miR-432-5p, RAB10 in glioma tissue and cell lines (LN229, A172), human/mouse xenograft",up_vs_control,irrelevant,,abstract_search
PMID:32801858,32801858,10.2147/CMAR.S250890,PMC7398883,"Long Non-Coding RNA AGAP2-AS1/miR-628-5p/PTN Axis Modulates Proliferation, Migration, Invasion, and Apoptosis of Glioma Cells.",2020,Cancer Manag Res,Journal Article; Retracted Publication,ptn_cancer_secreted_biology,"PTN mRNA/protein in glioma tissue and cell lines, human; also mouse xenograft tumor tissue",up_vs_control,irrelevant,,abstract_search
PMID:31205522,31205522,10.7150/jca.28231,PMC6548002,"The Expression, Functions, Interactions and Prognostic Values of PTPRZ1: A Review and Bioinformatic Analysis.",2019,J Cancer,Journal Article; Review,ptn_cancer_secreted_biology,no measurement; review of PTPRZ1/PTN interactions in tumor tissues,not_applicable,irrelevant,,abstract_search
PMID:31413208,31413208,10.18632/aging.102157,PMC6710034,miR-627-3p inhibits osteosarcoma cell proliferation and metastasis by targeting PTN.,2019,Aging (Albany NY),Journal Article; Retracted Publication,ptn_cancer_secreted_biology,"PTN protein/mRNA in osteosarcoma cell lines and tissue, human and mouse xenograft",not_applicable,irrelevant,,abstract_search
PMID:31822653,31822653,10.1038/s41389-019-0182-7,PMC6904680,LncRNA MACC1-AS1 sponges multiple miRNAs and RNA-binding protein PTBP1.,2019,Oncogenesis,Journal Article,ptn_cancer_secreted_biology,"PTN mRNA expression, breast tumor cells, human (not plasma)",up_vs_control,irrelevant,,abstract_search
PMID:31939629,31939629,10.3892/mmr.2019.10841,PMC6896370,A 21&#x2011;gene Support Vector Machine classifier and a 10&#x2011;gene risk score system constructed for patients with gastric cancer.,2019,Mol Med Rep,Journal Article,ptn_cancer_secreted_biology,"PTN mRNA expression in gastric tumor tissue gene expression profiles, human",not_applicable,irrelevant,,abstract_search
PMID:31059061,31059061,10.3892/or.2019.7136,PMC6549074,Luteolin suppresses colorectal cancer cell metastasis via regulation of the miR&#x2011;384/pleiotrophin axis.,2019,Oncol Rep,Journal Article,ptn_cancer_secreted_biology,"PTN mRNA expression in CRC cells/tissues (qPCR); human and mouse xenograft, not plasma",down_vs_control,irrelevant,,abstract_search
PMID:31737191,31737191,,PMC6834503,Tumor-associated macrophages increase the proportion of cancer stem cells in lymphoma by secreting pleiotrophin.,2019,Am J Transl Res,Journal Article,ptn_cancer_secreted_biology,"PTN expression in lymphoma tissue and secreted by TAMs in vitro, human",up_vs_control,irrelevant,,abstract_search
PMID:29928866,29928866,10.1016/j.yexcr.2018.06.020,,Hepatitis B virus promotes proliferation and metastasis in male Chinese hepatocellular carcinoma patients through the LEF-1/miR-371a-5p/SRCIN1/pleiotrophin/Slug pathway.,2018,Exp Cell Res,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN expression in HCC tumor tissue/cells (HepG2), human; miR-371a-5p also measured in serum",up_vs_control,irrelevant,,abstract_search
PMID:30427932,30427932,10.1371/journal.pone.0207473,PMC6235361,A meta-analysis on the role of pleiotrophin (PTN) as a prognostic factor in cancer.,2018,PLoS One,Journal Article; Meta-Analysis,ptn_cancer_secreted_biology,"PTN expression (tissue/tumor), meta-analysis across cancer patient studies, human",up_vs_control,irrelevant,,abstract_search
PMID:30497491,30497491,10.1186/s12964-018-0304-4,PMC6267809,Chemotherapy-driven increases in the CDKN1A/PTN/PTPRZ1 axis promote chemoresistance by activating the NF-&#x3ba;B pathway in breast cancer cells.,2018,Cell Commun Signal,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN/PTPRZ1 mRNA and protein expression in TNBC tumour tissue and cell lines, human",up_vs_control,irrelevant,,abstract_search
PMID:28946562,28946562,10.3233/CBM-170145,PMC6296221,Midkine and pleiotrophin concentrations in needle biopsies of breast and lung masses.,2017,Cancer Biomark,Journal Article,ptn_cancer_secreted_biology,"MDK and PTN protein in needle biopsy washout (tissue), breast/lung masses, human",up_vs_control,irrelevant,,abstract_search
PMID:28969035,28969035,10.18632/oncotarget.19148,PMC5609967,Pleiotrophin promotes chemoresistance to doxorubicin in osteosarcoma by upregulating P-glycoprotein.,2017,Oncotarget,Journal Article,ptn_cancer_secreted_biology,"PTN protein expression in osteosarcoma tumor tissue (IHC) and OS cell lines/xenograft, human/mouse",up_vs_control,irrelevant,,abstract_search
PMID:28557334,28557334,10.1111/jcmm.13213,PMC5661149,"Pleiotrophin, a target of miR-384, promotes proliferation, metastasis and lipogenesis in HBV-related hepatocellular carcinoma.",2017,J Cell Mol Med,Journal Article,ptn_cancer_secreted_biology,"PTN mRNA/protein in HCC tissue and HepG2 cells, human",up_vs_control,irrelevant,,abstract_search
PMID:28562667,28562667,10.1371/journal.pone.0177964,PMC5451024,Therapeutic silence of pleiotrophin by targeted delivery of siRNA and its effect on the inhibition of tumor growth and metastasis.,2017,PLoS One,Journal Article,ptn_cancer_secreted_biology,"PTN mRNA/protein in melanoma cells and mouse tumor tissue, siRNA knockdown",down_vs_control,irrelevant,,abstract_search
PMID:28569747,28569747,10.1038/ncomms15080,PMC5461490,Tumour-associated macrophages secrete pleiotrophin to promote PTPRZ1 signalling in glioblastoma stem cells for tumour growth.,2017,Nat Commun,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN secreted by tumour-associated macrophages, tissue/cell culture, glioblastoma; human and mouse models",not_applicable,irrelevant,,abstract_search
PMID:28638231,28638231,10.3748/wjg.v23.i21.3907,PMC5467077,Pleiotrophin and N-syndecan promote perineural invasion and tumor progression in an orthotopic mouse model of pancreatic cancer.,2017,World J Gastroenterol,Journal Article,ptn_cancer_secreted_biology,"PTN protein in pancreatic cancer tissue (immunohistochemistry), mouse xenograft model",not_applicable,irrelevant,,abstract_search
PMID:28823557,28823557,10.1016/j.cell.2017.07.016,PMC5587159,Neural Precursor-Derived Pleiotrophin Mediates Subventricular Zone Invasion by Glioma.,2017,Cell,Journal Article,ptn_cancer_secreted_biology,"Pleiotrophin secreted by SVZ neural precursor cells, murine brain and glioma xenografts",not_applicable,irrelevant,,abstract_search
PMID:28841413,28841413,10.1016/j.cell.2017.08.011,,The Tropism of Pleiotrophin: Orchestrating Glioma Brain Invasion.,2017,Cell,Journal Article; Comment,ptn_cancer_secreted_biology,"PTN secreted by neural progenitors, complex-bound; glioma cells, not plasma/serum",not_applicable,irrelevant,,abstract_search
PMID:26893832,26893832,10.3892/br.2016.570,PMC4734038,Expression of receptor protein tyrosine phosphatase &#x3b6; is a risk factor for triple negative breast cancer relapse.,2016,Biomed Rep,Journal Article,ptn_cancer_secreted_biology,PTPRZ1 and PTN protein expression by immunohistochemistry in human breast tumor tissue,up_vs_control,irrelevant,,abstract_search
PMID:26914549,26914549,10.1371/journal.pone.0149383,PMC4767803,Increased Pleiotrophin Concentrations in Papillary Thyroid Cancer.,2016,PLoS One,"Journal Article; Research Support, N.I.H., Intramural",ptn_cancer_secreted_biology,"PTN in thyroid FNA tissue samples (normalized to thyroglobulin), human",up_vs_control,irrelevant,,abstract_search
PMID:27693125,27693125,10.1016/j.bbcan.2016.09.007,,Pleiotrophin and its receptor protein tyrosine phosphatase beta/zeta as regulators of angiogenesis and cancer.,2016,Biochim Biophys Acta,"Journal Article; Research Support, Non-U.S. Gov't; Review",ptn_cancer_secreted_biology,"review discussing PTN protein and RPTPβ/ζ receptor in cancer/angiogenesis biology, no specific measurement",not_applicable,irrelevant,,abstract_search
PMID:28041942,28041942,10.1016/j.cca.2016.12.030,,Pleiotrophin as a potential biomarker in breast cancer patients.,2016,Clin Chim Acta,Journal Article,ptn_cancer_secreted_biology,"Serum PTN, human breast cancer patients vs healthy controls; also tissue PTN by IHC",up_vs_control,irrelevant,,abstract_search
PMID:27806344,27806344,10.18632/oncotarget.12983,PMC5348327,Pleiotrophin enhances PDGFB-induced gliomagenesis through increased proliferation of neural progenitor cells.,2016,Oncotarget,Journal Article,ptn_cancer_secreted_biology,PTN mRNA expression in glioma tissue/tumor datasets; PTN protein in mouse neural progenitor cells/RCAS model,not_applicable,irrelevant,,abstract_search
PMID:28090572,28090572,10.1080/23723556.2016.1141087,PMC5160416,Pleiotrophin is a driver of vascular abnormalization in glioblastoma.,2016,Mol Cell Oncol,Journal Article,ptn_cancer_secreted_biology,"PTN in glioma tumor vasculature/tissue, likely mouse model",not_applicable,irrelevant,,abstract_search
PMID:25743809,25743809,10.7314/apjcp.2015.16.4.1421,,Serum pleiotrophin could be an early indicator for diagnosis and prognosis of non-small cell lung cancer.,2015,Asian Pac J Cancer Prev,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"Serum PTN protein in NSCLC/SCLC patients vs controls, human; also tissue PTN near lung tumors",up_vs_control,irrelevant,,abstract_search
PMID:26408254,26408254,10.1016/j.neo.2015.07.007,PMC4674489,Pleiotrophin exerts its migration and invasion effect through the neuropilin-1 pathway.,2015,Neoplasia,Journal Article,ptn_cancer_secreted_biology,"PTN-NRP1 interaction/signaling in tumor cell lines and endothelial cells, no plasma/serum measurement",not_applicable,irrelevant,,abstract_search
PMID:26645582,26645582,10.1126/scisignal.aaa1690,,Pleiotrophin promotes vascular abnormalization in gliomas and correlates with poor survival in patients with astrocytomas.,2015,Sci Signal,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,Pleiotrophin in human astrocytoma tumor tissue and mouse GL261 glioma tumors,up_vs_control,irrelevant,,abstract_search
PMID:26687816,26687816,10.1016/j.ajpath.2015.10.016,,Mutation-Independent Activation of the Anaplastic Lymphoma Kinase in Neuroblastoma.,2015,Am J Pathol,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,Pleiotrophin protein expression in human neuroblastoma tumor tissue and paired normal tissue,not_applicable,irrelevant,,abstract_search
PMID:25864755,25864755,,,Expression of pleiotrophin in small cell lung cancer.,2015,J Biol Regul Homeost Agents,"Letter; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein, tissue (immunohistochemistry), human lung cancer and benign lung tissue",up_vs_control,irrelevant,,abstract_search
PMID:25418856,25418856,10.1002/mc.22249,PMC4456343,PTN signaling: Components and mechanistic insights in human ovarian cancer.,2014,Mol Carcinog,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN protein in serum and tumor tissue of ovarian cancer patients; human,up_vs_control,irrelevant,,abstract_search
PMID:25436328,25436328,,,Increased expression of pleiotrophin is a prognostic marker for patients with gastric cancer.,2014,Hepatogastroenterology,Journal Article,ptn_cancer_secreted_biology,"PTN protein (IHC) and mRNA (qRT-PCR), gastric cancer tissue vs paratumor tissue, human",up_vs_control,irrelevant,,abstract_search
PMID:25459668,25459668,10.1016/j.critrevonc.2014.10.007,,Angiogenic factors in chronic lymphocytic leukaemia (CLL): Where do we stand?,2014,Crit Rev Oncol Hematol,"Journal Article; Research Support, Non-U.S. Gov't; Review",ptn_cancer_secreted_biology,no measurement; review discusses PTN as angiogenic factor secreted in CLL,not_applicable,irrelevant,,abstract_search
PMID:24698102,24698102,10.1111/apm.12229,,Elevated expression of pleiotrophin in lymphocytic leukemia CD19+ B cells.,2014,APMIS,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein/mRNA in CD19+ B cells (leukemia patients vs healthy adults), human",up_vs_control,irrelevant,,abstract_search
PMID:25001988,25001988,10.1016/j.jocn.2014.02.020,,Co-expression of midkine and pleiotrophin predicts poor survival in human glioma.,2014,J Clin Neurosci,Comparative Study; Journal Article,ptn_cancer_secreted_biology,PTN protein (IHC) and mRNA (qRT-PCR) in human glioma tissue vs paratumor tissue,up_vs_control,irrelevant,,abstract_search
PMID:23349846,23349846,10.1371/journal.pone.0054278,PMC3547881,Role of GalNAc4S-6ST in astrocytic tumor progression.,2013,PLoS One,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein used in cell migration assays; GalNAc4S-6ST/PTN/MK mRNA and protein in glioma tissue and U251-MG cells, human",not_applicable,irrelevant,,abstract_search
PMID:24151381,24151381,10.3748/wjg.v19.i39.6555,PMC3801368,Pleiotrophin promotes perineural invasion in pancreatic cancer.,2013,World J Gastroenterol,"Journal Article; Research Support, Non-U.S. Gov't; Review",ptn_cancer_secreted_biology,"PTN expression in pancreatic cancer cell cytoplasm, tumor tissue; not plasma/serum measurement",not_applicable,irrelevant,,abstract_search
PMID:23686309,23686309,10.1038/onc.2013.168,,The pleiotrophin-ALK axis is required for tumorigenicity of glioblastoma stem cells.,2013,Oncogene,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN and ALK expression in glioblastoma stem cells (tumor tissue/cell lines), human and mouse models",not_applicable,irrelevant,,abstract_search
PMID:23170925,23170925,10.1186/1471-2407-12-537,PMC3577502,PTPRZ1 regulates calmodulin phosphorylation and tumor progression in small-cell lung carcinoma.,2012,BMC Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTPRZ1 expression in tumor tissue/cell lines; PTN-PTPRZ1 signaling in SCLC cells, human/mouse",not_applicable,irrelevant,,abstract_search
PMID:23267434,23267434,10.3389/fonc.2012.00192,PMC3525999,"ALK receptor activation, ligands and therapeutic targeting in glioblastoma and in other cancers.",2012,Front Oncol,Journal Article,ptn_cancer_secreted_biology,PTN/ALK/MK gene expression in cancer tissue datasets; no plasma/serum measurement described,not_applicable,irrelevant,,abstract_search
PMID:22783964,22783964,10.1111/j.1349-7006.2012.02383.x,PMC7659367,Implications of pleiotrophin in human PC3 prostate cancer cell growth in vivo.,2012,Cancer Sci,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN expression/knockdown in human PC3 prostate cancer cells and mouse xenograft tumor tissue,not_applicable,irrelevant,,abstract_search
PMID:23060448,23060448,10.1074/jbc.M112.405852,PMC3504749,Loss of receptor protein tyrosine phosphatase &#x3b2;/&#x3b6; (RPTP&#x3b2;/&#x3b6;) promotes prostate cancer metastasis.,2012,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"Pleiotrophin/RPTPβ/ζ/Syndecan-3 signaling in prostate cancer cell lines (DU145, PC3), human",not_applicable,irrelevant,,abstract_search
PMID:21344482,21344482,10.1002/jcb.23066,,A peptide corresponding to the C-terminal region of pleiotrophin inhibits angiogenesis in vivo and in vitro.,2011,J Cell Biochem,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN peptide binding/signaling in human endothelial cells and CAM assay; no plasma/serum measurement,not_applicable,irrelevant,,abstract_search
PMID:22065111,22065111,10.1007/s00384-011-1344-z,,Pleiotrophin is a potential colorectal cancer prognostic factor that promotes VEGF expression and induces angiogenesis in colorectal cancer.,2011,Int J Colorectal Dis,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN in serum and tumor tissue of colorectal cancer patients vs normal volunteers/tissue, human",up_vs_control,irrelevant,,abstract_search
PMID:21624116,21624116,10.1186/1471-2407-11-212,PMC3118947,The synthetic peptide P111-136 derived from the C-terminal domain of heparin affin regulatory peptide inhibits tumour growth of prostate cancer PC-3 cells.,2011,BMC Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"HARP/pleiotrophin autocrine loop in PC-3 prostate cancer cells; xenograft tumor tissue, mouse/human cell line",not_applicable,irrelevant,,abstract_search
PMID:21677838,21677838,10.3748/wjg.v17.i21.2667,PMC3110932,PAd-shRNA-PTN reduces pleiotrophin of pancreatic cancer cells and inhibits neurite outgrowth of DRG.,2011,World J Gastroenterol,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN mRNA/protein in human pancreatic cancer BxPC-3 cells (in vitro); DRG neurons co-cultured,down_vs_control,irrelevant,,abstract_search
PMID:27721338,27721338,10.3390/ph4121591,PMC4060103,Targeted CRM197-PEG-PEI/siRNA Complexes for Therapeutic RNAi in Glioblastoma.,2011,Pharmaceuticals (Basel),Journal Article,ptn_cancer_secreted_biology,"PTN gene knockdown via siRNA in glioblastoma tumor cells/xenografts, mouse model",down_vs_control,irrelevant,,abstract_search
PMID:20013808,20013808,10.1002/ijc.25110,,Antitumorigenic effects of a mutant of the heparin affin regulatory peptide on the U87 MG glioblastoma cell line.,2010,Int J Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"HARP/PTN and dominant-negative mutant in glioblastoma cells, xenograft tumor tissue; human/mouse",not_applicable,irrelevant,,abstract_search
PMID:20639902,20639902,10.1038/onc.2010.282,PMC3007126,Lung cancer cell migration is regulated via repressing growth factor PTN/RPTP &#x3b2;/&#x3b6; signaling by menin.,2010,Oncogene,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN mRNA/protein and RPTPβ/ζ in A549 human lung cancer cells; no plasma/serum measurement,not_applicable,irrelevant,,abstract_search
PMID:24281102,24281102,10.3390/cancers2020970,PMC3835113,VEGF and pleiotrophin modulate the immune profile of breast cancer.,2010,Cancers (Basel),Journal Article,ptn_cancer_secreted_biology,not measured; review discussing PTN expression in human breast tumor tissue,not_applicable,irrelevant,,abstract_search
PMID:20738847,20738847,10.1186/1476-4598-9-224,PMC2936342,A Pleiotrophin C-terminus peptide induces anti-cancer effects through RPTP&#x3b2;/&#x3b6;.,2010,Mol Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"Pleiotrophin peptide P(122-131) effects in DU145/LNCaP prostate cancer cell lines, human",not_applicable,irrelevant,,abstract_search
PMID:20646462,20646462,,,[Construction of siRNA lentiviral expressing vector targeting pleiotrophin gene and its impact on growth and apoptosis in H446 cells of human small cell lung cancer].,2010,Zhonghua Jie He He Hu Xi Za Zhi,"English Abstract; Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN mRNA/protein in H446 human lung cancer cells (in vitro, not plasma)",down_vs_control,irrelevant,,abstract_search
PMID:19177199,19177199,10.1593/neo.81040,PMC2631139,Enhanced antitumorigenic effects in glioblastoma on double targeting of pleiotrophin and its receptor ALK.,2009,Neoplasia,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN/ALK mRNA and protein expression in glioblastoma cell lines and xenograft tumor tissue, human/mouse",not_applicable,irrelevant,,abstract_search
PMID:19275511,19275511,10.1586/14737140.9.3.331,PMC2780428,Anaplastic lymphoma kinase: role in cancer pathogenesis and small-molecule inhibitor development for therapy.,2009,Expert Rev Anticancer Ther,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",ptn_cancer_secreted_biology,No measurement; PTN discussed as ALK ligand in autocrine/paracrine cancer growth loops (review),not_applicable,irrelevant,,abstract_search
PMID:19331172,19331172,,,Serum stimulates Pleiotrophin gene expression in an AP-1-dependent manner in human endothelial and glioblastoma cells.,2009,Anticancer Res,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN protein secretion (Western blot) in culture medium of human HUVECs and glioblastoma M059K cells,up_vs_control,irrelevant,,abstract_search
PMID:19538958,19538958,10.1016/j.yexcr.2009.06.010,,Epithelial-mesenchymal transition of ovarian tumor cells induces an angiogenic monocyte cell population.,2009,Exp Cell Res,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"Pleiotrophin expression in SKOV3 ovarian tumor cell line (in vitro), human",up_vs_control,irrelevant,,abstract_search
PMID:19675075,19675075,10.1677/ERC-08-0289,,Aggressive inherited and sporadic medullary thyroid carcinomas display similar oncogenic pathways.,2009,Endocr Relat Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN mRNA/protein in medullary thyroid carcinoma tissue and cell line, human",up_vs_control,irrelevant,,abstract_search
PMID:20167557,20167557,10.1684/ecn.2009.0172,,Roles of pleiotrophin in tumor growth and angiogenesis.,2009,Eur Cytokine Netw,Journal Article; Review,ptn_cancer_secreted_biology,not measured; review of PTN in tumor growth and angiogenesis,not_applicable,irrelevant,,abstract_search
PMID:19058221,19058221,10.1002/ijc.24084,,Nitric oxide stimulates migration of human endothelial and prostate cancer cells through up-regulation of pleiotrophin expression and its receptor protein tyrosine phosphatase beta/zeta.,2009,Int J Cancer,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,PTN mRNA/protein expression in human endothelial and prostate cancer cell lines (in vitro),up_vs_control,irrelevant,,abstract_search
PMID:19633684,19633684,10.1038/onc.2009.184,PMC4312131,Effect of single-chain antibody targeting of the ligand-binding domain in the anaplastic lymphoma kinase receptor.,2009,Oncogene,"Journal Article; Research Support, N.I.H., Extramural",ptn_cancer_secreted_biology,"ALK and PTN expression in brain tumor tissue (archival), human; no plasma/serum measurement",up_vs_control,irrelevant,,abstract_search
PMID:17694547,17694547,10.1002/med.20109,,Development of anaplastic lymphoma kinase (ALK) small-molecule inhibitors for cancer therapy.,2008,Med Res Rev,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",ptn_cancer_secreted_biology,no measurement; review discusses PTN as ALK ligand in cancer biology,not_applicable,irrelevant,,abstract_search
PMID:18519694,18519694,10.1158/0008-5472.CAN-07-6705,,Vascular endothelial growth factor receptor 2 mediates macrophage infiltration into orthotopic pancreatic tumors in mice.,2008,Cancer Res,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"Pleiotrophin in tumor microenvironment, mouse orthotopic pancreatic tumor tissue; not plasma",not_applicable,irrelevant,,abstract_search
PMID:18651707,18651707,10.1002/pmic.200800042,,Glycosaminoglycan-binding cytokines as tumor markers.,2008,Proteomics,Journal Article; Review,ptn_cancer_secreted_biology,"Serum/plasma pleiotrophin and other GAG-binding cytokines, human, tumor patients",up_vs_control,irrelevant,,abstract_search
PMID:18790762,18790762,10.1158/1535-7163.MCT-08-0301,,16-kDa fragment of pleiotrophin acts on endothelial and breast tumor cells and inhibits tumor development.,2008,Mol Cancer Ther,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"truncated PTN (PTNΔ111-136) in muscle/tumor tissue extracts, breast tumor and endothelial cells; mouse xenograft model",not_applicable,irrelevant,,abstract_search
PMID:19060246,19060246,10.1182/blood-2008-02-133751,PMC2651013,Pleiotrophin produced by multiple myeloma induces transdifferentiation of monocytes into vascular endothelial cells: a novel mechanism of tumor-induced vasculogenesis.,2008,Blood,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN expression in multiple myeloma cells/BM serum, monocyte cell lines; human and mouse xenograft model",not_applicable,irrelevant,,abstract_search
PMID:17607711,17607711,10.1002/jcp.21191,,"Inhibition of the mitogenic, angiogenic and tumorigenic activities of pleiotrophin by a synthetic peptide corresponding to its C-thrombospondin repeat-I domain.",2008,J Cell Physiol,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein/synthetic peptides, in vitro assays and tumor xenograft models; not plasma/cardiac",not_applicable,irrelevant,,abstract_search
PMID:18716876,18716876,10.1007/s10620-008-0433-5,,"Pleiotrophin expression in human pancreatic cancer and its correlation with clinicopathological features, perineural invasion, and prognosis.",2008,Dig Dis Sci,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein in pancreatic tumor tissue by immunohistochemistry, human",not_applicable,irrelevant,,abstract_search
PMID:17369488,17369488,10.1182/blood-2006-08-042374,,Pleiotrophin is highly expressed by myeloma cells and promotes myeloma tumor growth.,2007,Blood,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein in serum and cell culture supernatants; multiple myeloma cells, human",up_vs_control,irrelevant,,abstract_search
PMID:17443289,17443289,10.1007/s11060-007-9379-2,,"Pleiotrophin expression in astrocytic and oligodendroglial tumors and it's correlation with histological diagnosis, microvascular density, cellular proliferation and overall survival.",2007,J Neurooncol,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein by immunohistochemistry in brain tumor tissue (astrocytomas/oligodendrogliomas), human",not_applicable,irrelevant,,abstract_search
PMID:17578909,17578909,10.1073/pnas.0704366104,PMC1904160,Secretion of pleiotrophin stimulates breast cancer progression through remodeling of the tumor microenvironment.,2007,Proc Natl Acad Sci U S A,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,"PTN protein secretion/expression in mouse breast tumors, MCF-7 xenografts, and cell coculture models",not_applicable,irrelevant,,abstract_search
PMID:17706593,17706593,10.1016/j.bbrc.2007.06.050,PMC2084077,The receptor protein tyrosine phosphatase (RPTP)beta/zeta is expressed in different subtypes of human breast cancer.,2007,Biochem Biophys Res Commun,Journal Article,ptn_cancer_secreted_biology,RPTPbeta/zeta protein expression in human breast cancer tissue; no plasma PTN measured,not_applicable,irrelevant,,abstract_search
PMID:18156802,18156802,10.4161/cc.6.23.5090,,"Pleiotrophin, a multifunctional tumor promoter through induction of tumor angiogenesis, remodeling of the tumor microenvironment, and activation of stromal fibroblasts.",2007,Cell Cycle,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",ptn_cancer_secreted_biology,no measurement; review of PTN expression/signaling in tumor cells and mouse mammary tumor model,not_applicable,irrelevant,,abstract_search
PMID:18221061,18221061,10.2174/157489207780832405,,Pleiotrophin as a possible new target for angiogenesis-related diseases and cancer.,2007,Recent Pat Anticancer Drug Discov,Journal Article; Review,ptn_cancer_secreted_biology,PTN expression in human tumour cell lines/tissue specimens across cancers; no plasma/cardiac measurement,not_applicable,irrelevant,,abstract_search
PMID:17881084,17881084,10.1016/j.ejcb.2007.07.007,,Heparin affin regulatory peptide/pleiotrophin negatively affects diverse biological activities in C6 glioma cells.,2007,Eur J Cell Biol,"Journal Article; Research Support, Non-U.S. Gov't",ptn_cancer_secreted_biology,HARP/pleiotrophin protein in conditioned medium of rat C6 glioma cells (antisense knockdown),not_applicable,irrelevant,,abstract_search
PMID:17825221,17825221,,,[Construction of the recombinant adenovirus mediated shRNA to silence PTN in pancreatic carcinoma and the effect of DRGn on neurite in vitro].,2007,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,English Abstract; Journal Article,ptn_cancer_secreted_biology,"PTN protein in pancreatic carcinoma cells (Western blot), not plasma; DRGn co-culture, cells",not_applicable,irrelevant,,abstract_search
